Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
PACC1	6.285918199	6.248252826	6.643909518	6.711325281	6.231388202	6.54582478	6.625258165	6.30744648	6.776380469	6.658246535	6.704873277	6.692645922
PACRGL	6.685796748	7.025771515	6.962636308	6.329409512	6.697179224	6.521096917	7.075725379	6.83574314	7.086880914	7.611384555	7.511156849	7.446631518
PACS1	8.70803844	8.782790051	8.804562521	8.907494915	9.334020337	9.633504793	8.041960662	8.414108947	8.130601923	8.193651701	7.887058645	8.330200382
PACS2	9.14831426	9.337211039	9.404511021	9.302393387	9.698148476	9.780509157	8.24803241	8.988539792	8.424783134	8.053510064	7.859286633	8.546173844
PACSIN2	9.957762447	9.716928446	9.76203767	10.04355093	9.932004585	9.92502559	9.674155307	9.804758103	9.811927396	9.940620439	10.06355187	9.694950064
PACSIN3	6.755035205	6.601238604	6.611708627	6.585214274	7.052169321	6.888500797	6.171317909	6.349010834	5.989623881	5.435239099	5.389264618	6.103449645
PADI1	10.19726789	10.25393381	9.884274332	10.10350221	10.51275136	10.56180599	9.868197351	9.993246258	9.503455465	8.143610688	8.183794874	8.624196781
PADI2	10.1692912	10.62426216	10.21929345	10.35361792	10.49055245	10.59284048	9.189764131	9.339522335	9.165134407	9.217963438	8.802218162	9.10685873
PAF1	8.186296287	8.260589192	8.654869828	8.360959033	8.291623784	8.563532793	7.935749138	7.996090522	7.883773879	8.829548221	8.835632202	8.661671067
PAFAH1B1	10.03177527	9.840500226	9.915887449	9.543072151	9.071929394	8.947386563	9.490775288	9.464679617	9.203027324	8.942143997	9.21493672	9.067128553
PAFAH1B2	9.499435234	9.201377518	9.270631022	8.950718228	8.923800902	8.704937582	9.792176216	9.530705991	9.539425513	9.648573873	9.737869294	9.258351683
PAFAH1B3	7.769872615	8.105523406	8.212319435	7.847147667	8.255031214	7.978414375	7.478538578	7.722273876	7.348808717	8.327650716	8.198597637	7.765376118
PAFAH2	8.586017078	8.611913918	8.504492493	8.105317493	8.116100658	7.934680776	8.537610778	8.090080332	8.299370874	7.703653303	7.386005997	7.484797003
PAG1	9.842256572	9.655324193	8.844612552	9.412394744	9.077906352	9.288459096	9.887181583	9.228351308	10.09836203	9.042674214	8.821407028	9.130773384
PAGR1	7.675343037	7.969929878	8.29195941	7.454874285	7.650505947	7.693120499	7.926528746	8.020176974	7.660080214	7.291317298	7.029468349	7.325431148
PAICS	9.673212311	9.777351519	9.947841748	9.219053087	9.283216471	9.322557338	9.229390523	8.887995973	9.113005654	8.473440081	8.859032028	8.640973074
PAIP1	9.17471854	9.084389118	9.282006133	9.15980747	8.848841696	8.838370511	9.579556547	9.210259118	9.507496797	10.03332402	9.972264159	9.629373332
PAIP2	7.883505252	7.461787882	7.517482837	7.996982357	7.227660674	7.236169048	8.11671524	8.055558122	8.043688324	8.414489908	8.514387277	8.400951176
PAIP2B	7.338970713	6.987927063	7.134750865	7.006598877	7.039628626	6.925723429	6.418764892	6.718616497	6.719258851	6.592713428	7.204393123	7.096365746
PAK1	9.970557905	9.869805482	9.596293367	10.23647007	9.845415026	9.873090542	9.362619084	9.2411364	9.297117507	9.291680115	9.451647947	9.115873398
PAK2	9.727685912	9.607706244	9.304490088	8.9012126	8.963096744	9.056840425	9.933576021	9.661939068	9.895997947	9.703592819	9.644160409	9.241980935
PAK4	9.222226896	9.853314936	9.83109992	9.896814108	10.3957858	10.53008889	9.486111372	9.858807438	9.763761951	9.819070217	9.627931983	9.708905541
PAK6	6.862948303	7.044305476	7.326544258	7.506143415	7.514366079	7.693120499	6.486953478	6.821654953	6.831141644	7.53518169	7.614952731	7.417306396
PALB2	7.324263091	7.200680215	7.364397007	7.288671182	6.791370726	7.145529575	8.466572887	8.330157984	8.372376472	8.321241226	8.768007686	8.51919236
PALD1	8.616025853	8.942691349	9.52014932	8.755554462	9.175888228	9.22496889	7.142146193	7.574802741	7.330332741	6.799499286	6.07389105	6.605606373
PALLD	7.796511707	7.760788737	7.785720678	7.018595369	6.865057454	7.279347112	7.266060486	6.890656078	7.357955308	7.752417078	8.153720002	7.644729253
PALM2AKAP2	8.871088851	9.137795144	8.935995209	8.755554462	8.654357649	8.795256776	8.549613277	8.67054368	8.759729964	8.461842758	8.605854304	8.171447621
PALM3	6.073243142	6.562131629	6.143468037	6.349513909	6.760713615	6.54582478	6.564228765	7.043112953	6.644181042	6.85571048	6.468360274	6.836123254
PAM	11.42838973	11.76728594	11.48538106	11.69097846	11.55935723	11.58243214	11.49945247	11.42865537	11.69511018	11.10347799	10.86824187	10.6611028
PAM16	7.360743991	7.547524412	7.454753252	7.967045224	7.650505947	8.086194686	7.528490515	7.849049638	7.57686342	7.394041587	7.012395746	7.145332814
PAN2	9.396248796	9.233126512	9.278765267	9.715660413	9.46057192	9.538096153	9.074283678	9.320375936	9.110348946	9.646022379	9.299381789	9.749978727
PAN3	7.748193538	7.664093371	7.511895023	7.701618702	7.505401877	7.842945968	8.596642171	8.20471378	8.590609363	8.91268755	8.782769285	8.977633354
PANK1	6.981915911	6.688151491	6.849591469	6.741042521	6.541817085	6.211118545	7.775359229	7.18018921	7.193596414	6.720646562	6.494068031	6.790002494
PANK2	7.410259989	6.758317471	7.199356358	6.86709116	6.680804214	6.979697611	7.338214209	7.591074963	7.311607345	7.381608898	7.711604598	7.238318892
PANK3	10.01951418	10.01714658	9.516028003	9.565067082	9.254490392	9.305609211	10.17860186	9.714193332	10.24103231	9.534560906	9.566812612	9.465211634
PANK4	7.927484493	7.835728821	7.857598	8.383723641	8.322259299	8.493243713	8.029110462	8.315673848	8.25177152	8.121614522	7.721945423	8.100209843
PANX1	6.94341567	7.08063325	7.105030483	6.649793817	6.865057454	6.54582478	7.413477059	6.917291589	7.151901489	7.317720157	7.174204779	6.725902922
PAOX	5.92838292	6.024213378	6.094931566	5.699665492	5.663334225	5.879413567	5.405382363	6.219819623	5.491348921	5.610758843	4.865006106	5.055885396
PAPLN	5.680471903	5.938657394	5.856723009	5.304536674	5.908136665	6.110829315	5.834640369	6.264423576	5.818407538	5.96506886	5.999626877	5.92845143
PAPOLA	9.458713334	9.229195996	9.13918235	9.292835519	9.044721233	8.893912646	9.05969769	8.751528426	9.028275336	9.583390024	9.957192796	9.68892751
PAPOLG	7.200611022	6.939083677	6.911640044	6.66545001	6.322047028	6.61727949	7.182081318	7.090348631	7.446258219	7.600748522	7.772542228	7.788314896
PAPSS1	9.055167714	8.994585116	9.174496463	8.745063578	8.452529785	8.412988172	7.744137226	7.669723494	7.957079588	8.642133804	8.777865604	8.55505588
PAPSS2	7.927484493	7.788011498	7.790321664	7.506143415	7.343480552	7.321217939	7.433316105	7.18018921	7.553284998	7.180351756	7.111760759	6.992821882
PAQR3	7.504308079	7.062590403	7.425280876	6.711325281	6.729329236	6.790648862	6.771741334	6.671868297	7.172907115	6.700174588	6.468360274	6.512294238
PAQR4	8.042947364	8.47889233	8.345798422	8.41057115	8.747404166	8.866410102	8.050463385	8.449894703	8.385659318	8.408459039	8.50847189	8.330200382
PAQR5	9.408276165	9.897289716	9.19010926	9.69586406	9.599900855	9.82872933	9.063880238	8.871630248	9.367752043	8.241995662	7.877861683	8.165645332
PAQR6	6.130104186	6.103757223	6.111335708	6.155375863	6.630411725	6.361662285	6.460117867	6.80741621	6.497025417	7.011460802	7.262854862	7.465844638
PAQR7	6.349215759	6.407548521	6.544799901	6.388770011	6.975127393	7.113936284	6.526174362	6.30744648	6.369532981	6.346334075	6.768198259	6.206914092
PAQR8	8.627855602	8.688471737	8.614227167	8.549850724	8.347296358	8.522951234	7.879505221	7.772936049	8.294681724	7.343629492	6.331297239	7.083845049
PARD3	9.231930018	8.933051388	8.711346284	9.244070009	8.795393025	8.902964355	9.092822238	9.018569602	9.222835991	9.245208508	9.505947453	9.064026421
PARD3B	8.366893661	8.29497152	8.0344409	7.786604243	8.239056843	7.961082324	7.989847607	8.014193535	8.222430726	6.909653713	6.905175192	7.271632255
PARD6A	6.148458548	6.314465344	6.803439268	6.463768714	6.523342558	6.110829315	6.100598113	6.173494255	6.183573212	7.011460802	7.189381773	6.742221583
PARD6B	7.709434742	7.658193339	7.281035757	7.228527378	7.393088751	6.979697611	8.104525685	8.014193535	8.232278192	7.579231654	7.581200444	7.686103317
PARD6G	5.883261557	6.044622956	6.094931566	5.625727942	5.775457501	5.921484333	6.331718969	6.30744648	6.461895141	6.261842455	6.109294688	6.390478193
PARD6G-AS1	5.906056754	5.770523945	5.836058434	5.863644903	5.84387851	6.110829315	6.285784824	6.573026427	6.330584148	6.290659202	6.543978316	6.411616507
PARG	7.382181311	7.192445086	7.206350838	7.122056512	7.101209177	6.74940007	7.406800772	7.254252499	7.273379598	7.317720157	7.399038841	7.558138391
PARK7	7.868536847	7.48873251	7.785720678	7.672112506	7.08911342	7.097861892	8.041960662	7.914861772	7.689160253	7.723361596	7.762566926	7.710356575
PARL	7.03768887	6.824947472	6.937379284	7.472173865	7.064595576	6.850216011	6.969599239	6.943410081	6.983141318	6.636767051	6.726321289	6.979305828
PARM1	8.202250375	8.279792625	8.397682274	9.726344852	9.313913501	9.378732278	8.203053593	8.078665756	8.172146789	9.671336191	9.491068513	9.197392389
PARN	8.149732953	7.926592649	8.167249475	8.143238926	7.634192987	7.82386367	7.685037939	7.654341761	7.615301201	7.653141553	7.499134582	7.249512874
PARP1	9.433715621	9.258416413	9.826671267	9.344635199	9.222484553	9.285004408	9.258866007	9.402323253	9.134084446	9.698677031	9.747914866	9.486206016
PARP10	7.417192068	7.167439606	7.407293668	7.258926562	7.682575218	7.81422511	7.640443822	8.067158862	7.496674719	7.663389922	7.742402348	8.112333039
PARP11	6.236195024	6.361879633	6.52170078	6.201300403	6.385901789	6.443898155	5.9653367	5.967289587	5.848903188	6.10636831	6.177037032	5.989854415
PARP12	7.484681264	7.318648719	7.011777779	7.701618702	7.523273227	7.265103836	7.393351394	7.304822973	7.504903437	7.568348224	7.637011989	7.346379265
PARP14	7.675343037	7.192445086	7.370606701	6.755653795	6.961850311	6.997220548	6.85442577	7.18018921	7.064501416	7.817974693	7.701187356	7.465844638
PARP15	7.099992698	7.208866368	7.035696525	6.585214274	6.595699066	6.640247607	7.594389143	7.821843639	7.454788384	6.909653713	7.095694511	7.377220554
PARP16	7.184345123	7.35583828	7.051411736	7.64197464	7.69047969	7.765021069	6.771741334	6.904039821	7.36704207	7.703653303	7.062983662	7.521947948
PARP2	7.7206178	7.363158121	7.332925174	7.917792215	7.514366079	7.439748182	6.376002871	6.219819623	6.659545167	7.011460802	6.768198259	6.790002494
PARP3	7.675343037	7.788011498	7.729306838	8.132506881	8.276055972	8.367832927	7.228521036	7.324544999	7.263655298	6.909653713	6.660896323	7.133254233
PARP4	11.72758543	11.6022079	11.24988963	11.58936542	11.33670859	11.44464484	11.60386385	11.33051187	11.47153861	11.88272296	12.04505613	11.67496884
PARP6	9.017498603	8.688471737	8.465009651	9.226603947	9.023197443	9.162318448	8.975606669	9.238588455	8.904879247	9.154707175	9.207670689	9.130773384
PARP8	6.333693986	6.141569076	6.263939004	6.499661296	6.107498688	6.443898155	6.025288648	6.149636349	6.066225139	6.909653713	7.411950801	6.658523749
PARP9	6.66188153	6.196103068	6.347021475	5.801148308	5.997932665	5.583037304	6.404672728	6.555793492	6.248774567	6.499818747	6.615386838	6.472978382
PARS2	7.23257746	7.603948711	7.655459823	7.437357598	7.804019542	7.671885381	7.295374645	7.524821479	7.66740673	7.611384555	7.772542228	7.407392622
PARVA	9.397973156	9.688602663	9.81330305	9.861713801	9.864536299	10.10806475	8.955481791	8.907391808	9.086215057	8.467653168	8.242105709	8.261209859
PARVB	7.125848013	7.225094149	7.287629263	6.944969134	7.171621592	7.145529575	5.286607293	5.557676529	5.6132839	5.211053859	5.389264618	4.953933723
PASK	7.240454577	7.333644365	7.629957507	6.42682859	6.364980166	6.869495208	6.637126719	7.090348631	6.776380469	6.523680881	6.415322034	6.692645922
PATJ	10.23245813	9.806638616	9.66613609	9.636677738	9.308842588	9.47584507	9.675521215	9.571751237	9.603124055	9.129336075	8.89569626	9.048414548
PATL1	10.05161659	10.13411062	9.926272903	10.31168191	10.28018304	10.53008889	9.909405266	9.773440029	10.06859864	10.5657905	10.60241034	10.40616657
PATZ1	8.691229832	8.671163909	9.075215756	9.221574447	9.512208692	9.472812529	8.516361259	8.755103114	8.766502483	9.725508616	9.491068513	9.726651913
PAWR	8.249068922	7.90193165	8.145957303	7.587627047	7.832816319	7.628429135	8.100439194	7.808041862	8.009675803	8.068928598	8.107382629	8.255762195
PAX8	8.18227971	8.565811471	8.265903467	8.545823285	8.923800902	8.569237425	8.229463289	8.08438449	8.340894517	8.255512551	7.849906916	8.171447621
PAX8-AS1	10.19032445	10.19073112	9.906476117	9.988412173	10.0791294	9.733155082	9.621267009	9.615589647	9.899076361	9.834836635	10.0433065	10.25545787
PAXBP1	7.703809767	7.233136952	7.185259832	6.98228275	6.961850311	6.94395569	7.617605159	7.490481232	7.752475883	7.663389922	7.830958904	7.669699336
PAXIP1	7.396291453	7.42735891	7.655459823	7.228527378	6.975127393	7.145529575	7.775359229	7.646587377	7.724685962	7.863007701	7.732210969	7.677925214
PAXIP1-AS1	6.480850429	6.65161027	6.474209934	6.551674106	6.776130802	6.728282902	5.405382363	5.51426643	5.295417877	5.003929416	4.865006106	5.055885396
PAXX	7.698162252	8.386351072	8.699256585	8.41057115	8.841829138	8.406624078	8.424804225	8.729891218	8.624576011	7.97380422	7.79228394	8.298772244
PBDC1	6.092507981	6.064673891	6.424871108	6.005662114	5.739463005	5.879413567	6.576667353	6.465969215	6.350211748	6.720646562	6.592019942	6.302133979
PBK	6.36454527	6.196103068	6.249524949	5.893565225	6.054026608	5.583037304	5.405382363	5.03532358	5.103358806	4.495114043	4.495114043	4.495114043
PBLD	5.992766238	5.467026739	5.876993565	5.663404287	5.332135462	5.691943783	6.04458519	5.967289587	5.818407538	5.711565071	6.301971632	6.103449645
PBRM1	8.863611454	9.00151853	9.054509662	8.581668962	8.609606073	8.866410102	9.05969769	8.568535687	9.110348946	9.564597152	9.636069051	9.68892751
PBX1	7.951340561	8.034819148	8.061254037	8.261177156	8.457133966	8.602996289	6.941716408	7.254252499	7.234064777	7.45459295	6.808791374	7.465844638
PBX2	9.262547417	9.474659118	9.479806987	9.580855003	9.568434334	9.847574453	9.191676062	9.62536954	9.200531951	9.114634766	9.29596044	9.591130638
PBX3	6.438486588	6.535384695	6.600795047	6.349513909	6.426721958	6.242755144	5.857555329	5.815951513	6.090658713	6.547106012	6.387939001	6.130180649
PBX4	6.30205117	6.361879633	6.249524949	6.288187544	6.680804214	6.303650984	6.526174362	7.06693536	6.443957776	5.887105313	6.78864998	6.658523749
PBXIP1	8.570773671	8.386351072	8.642292341	9.278378616	9.4328774	9.339308194	8.699826277	8.700524395	8.567509202	10.08884457	10.21783416	9.734469559
PC	8.44260698	8.790822101	8.406645932	8.691426573	8.917145807	8.770733032	7.869910304	7.965396417	8.130601923	7.653141553	7.305132639	7.780709951
PCAT1	6.649757801	6.84643612	7.171017293	6.329409512	5.775457501	6.54582478	6.834230797	7.07869221	6.958969931	5.662478027	6.683069319	6.472978382
PCAT2	9.471870074	9.914510647	10.13853916	8.727406481	9.053847959	9.235747071	10.20531564	9.794394199	9.853782583	7.817974693	8.009919956	7.925544665
PCAT6	5.906056754	6.248252826	5.876993565	6.481841802	6.760713615	6.54582478	5.088297482	5.189870183	5.173921216	5.367624874	5.132349363	4.495114043
PCBD1	9.874799905	10.57561974	10.35152964	11.3329425	11.13899477	11.07973476	9.702570873	9.607717636	9.820071455	9.841541217	9.707305334	9.936040905
PCBD2	6.379687822	6.196103068	6.234937067	5.734639364	5.938888067	6.038842514	5.834640369	5.748777591	5.786995291	5.003929416	4.865006106	5.504670408
PCBP1	10.80638682	11.04573436	11.06542863	11.61305225	11.6402147	11.71718707	10.93111113	10.65964497	11.16208107	11.45036506	11.12379305	10.85186296
PCBP1-AS1	6.30205117	5.9161945	5.935613916	5.893565225	5.663334225	5.639047796	7.058602963	6.877137524	6.831141644	6.799499286	6.808791374	7.180943378
PCBP2	12.35143393	12.50798415	12.32727899	13.07127152	13.11931815	13.33189662	11.9858218	12.11368334	12.31474576	12.80894648	12.52025201	12.59810529
PCBP2-OT1	5.208968928	5.041220768	5.11191532	5.358858963	5.440565212	5.390172783	5.540689791	5.713448913	5.399378359	5.556011685	5.522356808	5.829324458
PCBP3	5.560996835	6.064673891	5.548073319	5.863644903	6.25469469	6.54582478	5.328296633	5.03532358	5.103358806	5.211053859	4.865006106	5.454735935
PCBP4	7.316850374	8.043851802	7.700230837	8.066358109	8.654357649	8.387360064	7.528490515	7.607160717	7.826193041	8.340384064	8.478522653	8.130326444
PCCA	6.962802894	6.735341483	6.622531141	6.84009344	6.446644888	6.790648862	6.06356083	6.219819623	5.907390931	5.711565071	5.522356808	5.794109822
PCCB	8.659892845	8.814652032	8.691953546	8.929269132	8.424589127	8.487227508	8.482318593	8.501949161	8.266218725	7.836160241	8.05134408	7.854978921
PCDH1	10.34570382	10.44122929	10.28208444	10.30694616	10.55293959	10.75377842	11.44526941	11.33528323	11.28243024	12.02883172	12.11265365	11.78061644
PCDH11X	5.302263872	4.882415336	5.325146696	4.804482289	5.205297488	5.639047796	5.508808646	5.879061071	5.650586365	5.435239099	5.313469428	5.344776278
PCDH11Y	5.459815192	5.660500551	5.628482171	4.931796644	4.815276836	4.495114043	5.475720411	5.676816184	5.399378359	5.116698907	5.581949321	5.344776278
PCDH12	5.950262831	5.630947184	5.602447684	5.699665492	5.997932665	5.961993602	6.188354615	6.219819623	6.090658713	6.450708188	6.592019942	6.90961978
PCDH7	8.120631531	8.448705549	8.758711233	7.634338196	8.056498255	8.237547689	8.755248049	8.43211373	8.590609363	7.771460314	8.191215468	7.897738641
PCDHA4	5.761296011	5.82135208	5.726083342	5.586485709	5.047412143	5.229741062	5.94461459	6.049017781	5.989623881	5.293568379	5.389264618	5.639570305
PCDHGA10	7.669579987	8.00274499	8.011048677	8.116255632	8.461723379	8.425632027	8.148719614	7.940354111	8.275769586	8.193651701	8.605854304	8.741598964
PCDHGA11	5.494863372	5.600442208	5.325146696	5.457362244	5.440565212	5.314304774	5.630106784	5.314086256	5.87854555	6.00207924	6.037364534	5.344776278
PCDHGA12	5.208968928	5.214393411	5.428140408	5.181710731	5.622910931	5.583037304	5.540689791	5.748777591	6.090658713	5.003929416	5.690757925	5.959578359
PCDHGA7	5.859972537	5.796250121	5.935613916	5.801148308	5.968802415	6.178623714	5.811215584	6.049017781	5.446631898	5.435239099	5.313469428	5.989854415
PCDHGA9	5.528546732	5.796250121	5.548073319	5.922678625	5.440565212	5.789938354	6.418764892	6.173494255	6.350211748	6.139138607	6.037364534	6.048063886
PCDHGB5	5.859972537	5.938657394	5.991260815	6.057759836	6.300006145	6.038842514	6.96036877	7.113367285	6.831141644	7.180351756	6.07389105	6.255459514
PCDHGB6	5.971717474	5.467026739	6.278183911	5.734639364	5.84387851	5.961993602	6.27008191	6.30744648	6.269747243	7.121322555	6.468360274	6.048063886
PCDHGB7	5.494863372	5.689174824	5.856723009	5.11036386	5.047412143	5.879413567	5.737577399	6.196881687	5.989623881	6.232324563	5.878065989	5.71983774
PCDHGC3	9.222226896	9.331723713	9.504979806	9.193593406	9.549219035	9.59776734	9.631156634	9.605742892	9.608777528	9.455152193	9.497038551	9.151377357
PCDHGC4	5.708149627	5.938657394	5.793467937	5.409610578	5.332135462	5.961993602	5.985679064	6.44721712	6.066225139	5.96506886	6.07389105	6.130180649
PCDHGC5	5.156958988	5.568902415	5.247741154	5.625727942	5.702132784	5.583037304	6.04458519	6.718616497	5.989623881	5.96506886	6.468360274	6.302133979
PCED1A	7.491254195	7.936338195	7.887931643	7.800284154	8.317198797	8.348035313	7.166246378	7.533276483	7.243998925	6.92716382	6.543978316	6.937927679
PCED1B	7.216686942	7.738626185	7.156625542	7.948775136	8.35225155	8.25892599	7.426734416	7.623064339	7.645311739	7.090825847	6.660896323	6.550435381
PCF11	8.425748	8.572044852	8.345798422	8.392728939	8.53322054	8.540484321	8.354643656	8.418631436	8.617097134	8.966920412	9.170779576	9.368010878
PCGF1	7.159579612	7.167439606	7.027770302	7.936463063	7.774623919	7.934680776	7.717580612	7.684938971	7.696337399	8.150867899	8.681362399	8.282794943
PCGF2	8.495258404	8.78010268	8.772621089	9.249021612	9.874860121	10.18600612	8.833337454	9.225780599	8.898730372	10.43008426	10.37187422	9.982727234
PCGF3	9.035348275	8.918469059	9.101144865	9.2165273	8.998197547	9.124148787	8.816072016	8.831574306	8.732315623	9.080996731	9.090083957	9.130773384
PCGF5	8.743795145	8.256717305	7.983261888	8.08318577	7.909113325	8.086194686	8.485447053	8.061370319	8.495885544	9.278554959	9.159525175	9.228194894
PCGF6	5.786858642	5.845866083	5.836058434	5.545497623	5.876489001	5.390172783	5.540689791	5.557676529	6.041260697	6.072648082	6.07389105	6.048063886
PCID2	8.514513838	8.229315869	8.320715001	7.833915768	7.706156816	7.952336279	8.608162095	8.36339397	8.4544897	7.998188976	7.914296698	8.130326444
PCIF1	8.871088851	9.244854038	9.03350095	9.510467617	9.604044922	9.966560277	8.70787598	9.082506447	9.022633492	8.667574697	8.161298435	8.244804077
PCK1	8.495258404	8.122663873	7.332925174	9.997259756	9.050812151	9.27110211	6.864409977	7.524821479	6.659545167	7.611384555	7.305132639	6.725902922
PCK2	8.929546539	8.685601567	8.820270573	9.013208766	9.368545206	9.080957754	6.932292625	7.558339559	7.162444475	6.720646562	6.941869631	6.130180649
PCLAF	7.536419724	7.454969712	7.938467583	6.223616008	5.702132784	6.001074576	6.285784824	6.149636349	6.227431772	5.293568379	4.495114043	5.504670408
